,h,t,r
194583,6281,35,17
194597,7483,214,73
194604,6136,58,20
194611,8140,13684,281
194616,3174,58,84
194618,14523,58,84
194645,19,1410,20
194646,7125,1925,20
194648,13811,352,191
194651,1673,12601,566
194652,6425,214,73
194655,1201,35,17
194672,1633,2114,20
194673,4544,138,258
194701,36,14157,350
194712,726,3804,20
194740,9999,251,89
194746,6136,58,48
194747,7663,874,119
194748,3122,2151,20
194765,8307,2151,20
194767,455,4398,566
194770,11924,546,20
194775,4071,58,84
194796,4038,10793,34
194804,4945,1304,20
194811,7348,58,20
194818,9496,3241,119
194821,11179,138,56
194836,5682,12514,119
194855,1466,6187,333
194862,8623,138,56
194872,7610,76,153
194873,3801,138,107
194875,8959,635,321
194887,1062,1785,20
194891,11041,58,20
194904,2519,58,84
194913,9520,58,84
194925,7468,247,20
194931,13750,598,153
194939,600,2028,566
194942,3955,13061,34
194955,8448,1043,48
194958,11913,58,84
194968,5460,3804,20
194971,12736,58,84
194976,3917,3123,20
194994,10336,214,73
195002,3604,1574,119
195028,585,879,191
195035,8210,7591,281
195037,1715,2328,20
195042,8582,1563,321
195045,861,35,17
195060,13741,10525,294
195067,2954,35,17
195079,505,2254,20
195083,2993,635,48
195093,5101,58,20
195100,6076,2028,62
195110,2885,443,20
195115,5859,638,73
195132,1647,58,84
195139,4751,706,84
195140,6157,138,56
195143,3532,7611,153
195150,3576,714,20
195157,6575,176,20
195171,845,118,20
195174,5889,7611,153
195185,13137,12211,501
195194,8307,4748,20
195210,647,1563,20
195225,343,714,20
195238,158,58,48
195243,10274,3839,48
195248,4786,2882,153
195256,8687,251,200
195263,1715,1563,20
195275,4006,35,17
195278,4674,138,766
195282,3802,1043,20
195289,8478,4069,453
195301,8524,58,84
195312,7276,6637,20
195319,3255,658,119
195323,259,214,73
195330,10019,58,84
195352,3481,3141,56
195353,2743,138,107
195369,5601,58,48
195374,8661,3123,445
195378,2776,140,20
195391,14118,11133,153
195399,5613,278,20
195402,1400,3632,21
195408,8287,58,20
195417,3266,76,34
195428,12210,7504,501
195433,6967,2082,20
195442,1715,913,20
195461,6049,251,21
195490,4619,214,73
195493,3127,2151,20
195500,40,58,20
195503,12245,3878,178
195516,36,6581,350
195519,5469,3123,20
195522,3431,278,20
195526,4205,3273,20
195540,4146,214,73
195553,4349,251,21
195555,9387,138,519
195567,9241,9377,62
195571,9972,251,89
195579,6310,1798,119
195592,10645,58,84
195596,36,14593,350
195638,2335,3632,461
195650,8048,2035,154
195662,10062,58,84
195704,6990,638,73
195738,6687,35,17
195743,8653,58,48
195748,1375,1785,445
195749,6959,8297,281
195801,3928,504,20
195809,7571,635,20
195811,3627,58,48
195838,1100,879,109
195843,367,75,20
195862,885,7732,21
195865,12618,10383,62
195886,5564,635,84
195887,8468,546,20
195909,1731,118,20
195922,3966,35,17
195952,3307,138,524
195960,6598,504,20
195976,8517,3381,20
196016,9226,58,20
196035,2776,3279,20
196037,11670,10911,530
196039,935,58,20
196078,7564,3839,84
196088,6333,4614,371
196095,12425,14079,281
196134,9520,4154,349
196137,5983,11018,723
196140,4945,25,20
196144,4466,2185,123
196152,11008,1034,119
196156,11739,58,84
196158,4684,41,20
196167,10951,7094,200
196172,12082,6402,109
196180,2137,1275,20
196210,10249,12586,349
196212,6667,714,20
196243,7747,214,73
196259,11521,49,294
196262,5351,1014,20
196270,687,214,73
196311,3866,41,20
196314,2326,3632,21
196318,6678,35,17
196333,5721,214,73
196336,5302,5125,765
196342,9315,138,56
196344,7347,638,73
196430,1901,58,20
196453,13873,11133,153
196456,12594,1544,109
196465,1114,3626,123
196467,1793,10705,119
196469,8247,58,48
196470,12602,3171,317
196477,282,140,20
196478,3377,3116,20
196505,13246,2146,20
196517,5047,879,191
196526,4301,43,21
196529,3667,1068,464
196536,1679,635,306
196544,4362,214,73
196549,8515,251,89
196567,5564,214,73
196575,7539,1043,20
196581,2690,2744,200
196585,9019,251,726
196588,11062,2216,20
196623,7163,635,306
196625,1771,638,73
196631,10583,1785,20
196633,7660,58,84
196637,11006,3780,154
196640,8514,474,222
196647,499,35,17
196655,3079,58,20
196664,1235,1358,20
196671,36,11743,350
196676,5271,138,56
196677,3415,251,21
196695,5024,3116,84
196719,4107,58,48
196735,1231,4069,453
196745,7371,706,84
196758,1484,214,73
196779,2776,2603,20
196789,6673,278,48
196792,12429,3647,405
196814,9378,1544,191
196845,4458,879,191
196846,10977,404,145
196854,2175,214,73
196855,10250,140,20
196856,5184,761,20
196860,4126,214,73
196866,8857,58,48
196876,4553,247,20
196878,36,3296,350
196882,1812,2328,20
196888,3661,251,200
196894,924,1732,20
196897,4602,706,84
196900,4821,9047,123
196918,5389,4748,20
196920,753,1444,316
196938,9005,7405,579
196946,8260,251,89
196952,2762,3342,20
196968,20,35,17
196971,5191,35,17
196981,8307,3123,20
197000,7471,58,321
197010,5542,251,21
197029,6363,3798,20
197043,5741,2028,119
197045,11310,504,20
197048,11310,482,20
197064,3500,635,48
197079,5034,138,524
197105,6157,761,20
197121,8149,635,84
197136,5167,3477,20
197143,2777,1304,20
197147,6136,314,20
197150,12026,214,73
197154,1633,3212,20
197159,3395,6402,109
197168,11465,58,119
197182,8436,9766,153
197190,9329,635,48
197195,8360,1785,84
197229,6498,58,84
197251,1560,3839,20
197289,7143,58,48
197294,6308,3212,20
197301,9517,4866,235
197386,505,140,20
197436,1075,58,84
197455,3178,706,84
197457,345,986,21
197468,6835,3341,20
197475,7372,251,21
197479,9725,35,17
197500,14017,5031,525
197505,3576,372,20
197510,10985,1896,178
197520,2039,3273,20
197521,7783,58,48
197525,1228,3262,119
197527,13228,352,109
197542,5185,58,84
197548,4244,138,107
197554,1596,2216,20
197556,6174,2882,153
197560,322,138,56
197565,1454,41,20
197573,11124,3123,20
197578,8874,214,73
197584,887,13283,123
197593,4865,251,461
197613,2722,3891,566
197621,607,638,73
197622,3196,176,84
197648,10621,2656,178
197655,3803,2778,20
197680,1645,3839,20
197681,4181,214,73
197691,2554,251,200
197698,1549,2146,20
197704,805,58,20
197724,6755,13028,476
197734,10148,879,109
197735,5106,138,258
197755,11350,635,84
197760,3828,10793,34
197761,1946,2082,20
197764,3053,247,20
197804,4206,714,20
197821,2762,1043,20
197827,4199,2254,20
197828,6468,2309,20
197845,10012,251,21
197854,9857,251,461
197891,12608,761,20
197902,6221,58,48
197955,11896,2107,20
197958,7965,1929,20
197966,2556,251,21
197970,9326,2812,119
197983,11417,4798,548
197991,7221,58,84
198001,3157,251,21
198009,1633,3341,20
198018,1128,58,84
198022,3478,138,56
198053,5474,1063,20
198072,7240,35,17
198088,4282,251,21
198097,3302,214,73
198105,1316,706,294
198109,8210,9594,281
198111,5382,986,21
198112,9610,11355,476
198128,933,251,21
198129,1779,111,20
198133,343,278,20
198150,8187,3138,21
198163,516,6402,191
198169,2297,214,73
198177,4859,635,48
198231,9964,11249,21
198248,3706,3123,20
198251,7,214,73
198257,2030,58,84
198264,11108,3890,325
198270,2429,214,73
198273,2464,138,258
198291,11138,1542,258
198298,11766,7591,281
198314,9617,4035,119
198328,10164,214,73
198333,1219,6307,550
198365,7189,214,73
198379,10250,1358,20
198380,1469,1785,20
198389,8528,214,73
198392,8489,11015,119
198405,8470,58,84
198406,8733,1634,20
198407,8837,3123,20
198413,8683,295,48
198414,1664,58,84
198429,2507,6022,723
198430,11891,214,73
198432,8358,1410,48
198437,3408,3279,20
198453,1356,635,317
198454,5452,761,20
198464,11766,2925,281
198485,4411,41,20
198493,12273,2328,20
198503,9133,214,73
198516,6551,638,73
198528,4438,58,84
198530,6386,1925,20
198547,74,251,21
198552,13239,13286,464
198573,8179,5165,89
198575,36,6806,350
198580,5735,214,73
198581,1403,706,84
198583,2716,504,20
198586,1247,1976,119
198601,8961,214,73
198607,5642,251,200
198622,5708,714,20
198632,11124,3663,21
198639,4055,761,20
198648,1881,635,20
198678,10282,8246,84
198686,6250,176,20
198690,811,4346,95
198700,7130,138,524
198703,13749,251,21
198705,1350,3839,48
198719,10526,214,73
198730,4655,214,73
198738,3433,58,48
198739,753,7255,154
198743,8618,251,655
198754,2332,638,73
198781,8259,635,84
198806,8493,3123,48
198816,4152,58,20
198835,36,278,350
198837,144,12053,34
198844,11642,5781,119
198853,3226,1068,119
198904,53,11139,394
198905,6070,35,17
198926,3333,58,84
198939,11062,118,20
198944,10067,638,73
198953,7492,214,73
198967,622,58,84
198981,6673,6251,21
198985,2200,35,17
198990,7327,214,73
199031,9804,138,519
199043,7466,138,524
199049,1391,41,20
199059,10318,251,21
199062,10589,2216,20
199069,7476,12518,643
199093,7793,11249,21
199102,6075,278,84
199104,11892,58,422
199117,776,35,17
199118,8140,9872,281
199127,10833,314,20
199137,802,35,17
199139,1661,58,48
199143,7818,138,56
199145,942,8821,476
199155,9840,138,56
199176,11239,251,200
199186,3376,635,306
199202,5070,2744,200
199218,3538,2309,20
199236,10666,8875,530
199244,6362,278,20
199245,14387,75,294
199259,5771,58,20
199260,5395,10464,281
199267,3599,35,17
199280,2886,1358,20
199294,440,118,20
199296,6373,58,84
199306,2538,4748,20
199319,6109,1063,20
199331,9090,176,84
199351,623,3839,20
199357,10943,251,461
199359,4016,35,17
199365,6835,1732,20
199375,5899,214,73
199382,6461,314,20
199385,2386,2114,20
199393,5482,58,84
199394,14714,2547,1197
199410,5927,2744,200
199418,6494,9158,197
199431,482,4069,453
199472,7420,1544,191
199479,1549,2114,20
199496,9296,11376,197
199511,10589,3381,20
199514,2880,251,21
199522,7210,1544,109
199540,2984,2882,34
199545,4210,1929,20
199568,4260,251,21
199576,7269,214,73
199577,3629,2490,119
199578,5613,251,21
199588,3376,35,17
199589,3699,12195,119
199606,2868,1785,119
199629,3430,638,73
199650,4728,1925,20
199699,8229,35,17
199707,11924,3663,21
199714,7887,1018,119
199715,6720,638,73
199720,11518,214,73
199725,3127,2603,20
199742,3947,2254,48
199751,14160,12363,316
199754,634,1785,20
199770,10234,2983,119
199771,1375,58,20
199774,575,214,73
199781,10166,58,84
199782,2449,7732,21
199800,5635,58,84
199826,4527,118,20
199865,753,251,461
199872,3511,2028,119
199885,3661,706,84
199909,360,214,73
199919,1366,138,56
199927,6990,657,62
199938,2327,278,20
199947,11137,58,84
199952,11223,58,84
199957,1731,247,20
199973,5033,251,21
199989,5870,13474,109
200032,8098,1043,20
200052,1513,1634,20
200053,11085,251,21
200057,4733,2882,153
200079,521,504,20
200097,12832,1542,258
200101,4755,138,56
200107,13089,1776,488
200111,2885,2407,20
200122,6467,214,73
200127,3723,546,20
200136,12289,1847,1194
200150,9337,12514,119
200153,18,138,107
200167,10453,35,17
200189,3713,214,73
200190,1476,35,17
200224,6635,214,73
200228,3434,3636,119
200241,7622,58,20
200256,6101,9993,119
200257,420,2972,119
200282,42,176,48
200289,4322,58,84
200297,2443,9470,123
200308,1604,761,20
200329,13406,138,519
200350,1514,58,84
200356,2824,635,48
200357,10856,1068,294
200358,14717,443,175
200359,430,58,84
200360,14718,7425,119
200374,4213,443,84
200380,2538,140,20
200382,9379,58,84
200391,2034,11307,197
200406,9197,7342,191
200407,8347,1455,119
200419,3144,247,20
200461,36,10081,350
200467,11853,10718,197
200485,6141,5103,48
200492,1262,214,73
200493,4327,879,109
200494,13151,4545,20
200506,905,4131,235
200517,2699,4207,123
200519,12940,11571,197
200527,13626,251,655
200546,4225,251,655
200553,9686,3296,154
200567,3414,5624,21
200574,6385,6997,119
200576,5665,635,306
200577,10202,214,73
200591,12086,1785,84
200593,7570,58,20
200617,8629,2882,34
200621,8700,138,56
200622,6760,138,567
200632,5900,138,258
200654,1047,5198,153
200655,2972,2361,34
200661,13246,1785,20
200662,10510,638,73
200667,7562,1043,20
200700,3084,58,84
200711,13134,4741,119
200736,10060,6633,119
200758,9004,138,56
200762,11694,58,422
200771,12026,11133,153
200773,1276,43,21
200778,297,35,17
200786,1237,278,84
200799,5497,11544,109
200817,3408,3804,20
200821,7238,2878,368
200853,6061,176,20
200869,8312,372,20
200887,8576,58,84
200919,9059,58,84
200920,4395,58,48
200935,8488,4856,109
200951,1808,761,20
200960,3382,214,73
200977,11057,8053,119
200982,1247,657,62
200998,13676,3116,84
201006,8301,229,566
201008,3420,214,73
201021,767,1043,20
201024,7116,1785,20
201044,2128,10814,178
201054,4662,251,21
201063,6598,2082,20
201084,2886,1381,20
201103,7163,138,56
201115,1475,58,84
201124,8737,443,20
201146,13151,2028,20
201147,5474,6420,20
201165,3802,1785,20
201175,7676,715,317
201197,4773,2328,20
201199,7276,35,17
201216,2921,1381,20
201218,274,58,20
201266,4756,546,20
201269,7276,546,20
201278,550,1785,84
201281,1020,2082,20
201284,8119,58,84
201293,11534,58,48
201328,4160,2882,153
201341,10345,58,84
201355,110,58,20
201356,6599,3116,84
201359,5706,58,422
201374,3448,3663,21
201392,1808,635,20
201396,3504,13849,119
201398,14189,251,726
201408,4825,9657,153
201410,5072,251,21
201425,7862,657,154
201440,5709,3839,20
201444,965,58,48
201454,6964,1034,20
201466,2176,482,20
201478,194,154,119
201486,14586,638,73
201501,8842,1785,48
201515,8987,176,20
201519,12608,3647,20
201525,10732,2882,153
201526,1946,2151,20
201540,6203,251,200
201544,8127,138,56
201547,752,6830,123
201550,11702,3116,48
201553,1852,58,84
201559,3662,6402,109
201564,4821,3626,123
201567,1571,251,461
201591,10293,35,550
201593,685,214,73
201603,6234,144,119
201617,11163,58,84
201623,8117,4398,566
201627,13358,706,84
201630,2595,465,20
201632,2189,1043,20
201634,4850,214,73
201638,12602,8053,317
201648,3518,58,187
201691,8140,8134,281
201694,3955,3751,34
201697,110,761,20
201698,7581,214,73
201701,4567,58,29
201711,9353,176,20
201712,1884,3663,21
201733,4158,251,200
201739,36,14316,350
201742,5913,1139,566
201755,1681,7580,464
201756,735,714,20
201759,236,1358,20
201764,1566,251,200
201792,1829,2114,20
201793,721,314,317
201802,10583,3590,20
201813,12357,75,154
201817,7786,251,21
201819,8832,251,21
201847,10528,251,461
201853,5563,4777,62
201875,9598,58,48
201885,4049,58,84
201889,4652,11248,501
201926,4851,58,84
201930,10556,657,154
201931,12259,2028,62
201939,12670,1160,62
201941,13298,247,84
201960,973,138,56
201974,1806,11037,62
201986,6362,58,20
201992,2375,138,107
201995,5154,58,48
201998,12216,3116,84
202010,11955,214,73
202023,1715,3477,20
202037,4342,377,119
202042,12887,58,84
202067,4152,58,48
202081,3943,214,73
202086,6684,4761,476
202093,4841,214,73
202095,3947,1381,20
202144,6571,58,422
202153,523,214,73
202155,8140,2847,281
202157,10141,7580,119
202186,1812,251,21
202203,4338,3663,501
202209,4206,2254,20
202217,5996,638,73
202223,5451,443,20
202231,2846,13609,281
202249,9728,111,20
202255,3353,4628,109
202256,579,251,200
202265,7445,2778,20
202282,9182,1304,20
202289,7297,2028,119
202292,3053,138,56
202300,3856,35,17
202334,3135,58,48
202342,8739,138,56
202347,7343,58,20
202349,2163,214,73
202351,2589,10793,34
202353,398,58,20
202359,1147,6675,119
202371,3257,6637,20
202394,10126,1043,20
202395,4849,3123,445
202397,10267,214,73
202427,8241,278,20
202468,10609,7977,62
202488,4684,3279,20
202496,5177,176,20
202509,1751,657,119
202513,36,10666,350
202541,14723,397,294
202557,1764,251,21
202561,2731,8382,350
202573,2700,12208,849
202603,7421,140,20
202614,5886,251,21
202615,11924,3632,21
202623,10515,1275,20
202628,646,138,960
202639,5301,214,73
202641,8592,3273,20
202660,5395,2725,281
202694,8579,49,119
202696,5777,58,20
202697,8734,2878,368
202705,13885,10308,351
202720,6789,13579,119
202727,3054,138,258
202755,1926,638,73
202757,12196,58,84
202759,64,638,73
202764,4741,10911,530
202773,10316,251,655
202775,2133,1960,119
202777,1907,138,107
202780,2571,138,56
202783,3664,138,56
202807,4765,251,21
202808,5389,118,20
202827,11217,251,21
202839,6162,58,20
202841,7275,635,84
202855,9805,58,84
202873,11139,6593,525
202876,6136,2328,20
202895,5101,2254,20
202903,4396,986,200
202911,4804,3123,20
202938,12573,58,317
202954,95,214,73
202978,6289,13757,119
202988,12809,2028,62
203011,5536,58,84
203018,11853,11799,123
203021,9918,4418,380
203037,1217,14100,714
203058,8972,6459,154
203074,6003,1043,20
203075,11642,5781,62
203086,10318,35,17
203089,9071,214,73
203105,3009,913,62
203136,2333,278,84
203137,2215,118,20
203140,8662,214,73
203146,10406,8875,530
203152,8708,3663,21
203154,12190,638,73
203161,10669,1925,20
203175,1642,1563,20
203176,1881,7139,476
203177,10590,138,524
203187,660,891,119
203188,566,2328,20
203189,7333,58,20
203198,4895,11133,153
203204,839,251,21
203214,4647,278,20
203216,4325,138,56
203234,280,657,62
203243,7039,638,73
203246,8673,10348,153
203261,9043,4628,191
203267,2955,2114,20
203280,14510,49,294
203281,11299,3279,20
203285,10091,2028,62
203286,5460,546,20
203308,1841,7611,153
203319,5028,803,20
203322,1259,451,21
203328,5643,1688,20
203333,2746,6830,145
203335,5061,138,258
203336,14318,657,861
203341,5430,706,84
203363,12285,214,73
203384,9793,2389,119
203386,4143,1798,119
203393,3640,251,21
203399,6962,251,21
203414,9217,214,73
203454,5220,58,84
203455,6141,1732,20
203462,7144,58,20
203466,2936,138,56
203478,5904,397,119
203485,4527,2082,20
203487,2723,58,84
203490,2243,1785,20
203511,870,214,73
203526,6526,2028,119
203528,1901,761,20
203534,2528,761,48
203546,5351,3116,20
203555,3146,2847,281
203556,11071,1929,84
203563,5246,58,84
203564,2993,35,17
203568,8369,11355,476
203635,2047,35,17
203645,2176,504,20
203646,12289,7342,1203
203649,12093,1542,567
203651,8625,251,21
203658,9155,3798,20
203677,7163,35,17
203685,7976,214,73
203690,2366,3839,20
203734,12488,229,62
203745,4982,247,20
203754,1470,251,21
203764,8263,7927,109
203767,481,118,20
203768,13456,247,84
203778,4684,3341,20
203787,8036,251,200
203813,1159,7611,153
203830,3802,58,20
203872,8109,278,48
203886,11597,3846,501
203895,4618,635,48
203896,13185,2028,154
203911,2099,138,56
203920,6575,443,20
203928,3329,247,84
203948,10801,214,73
203952,5995,3477,20
203953,3468,1381,20
203955,8210,14299,281
203960,4139,9064,119
203969,835,118,20
203974,3053,482,20
203983,12793,6997,119
203994,3248,10666,62
204000,3228,35,17
204004,6518,58,84
204012,809,1785,317
204016,5558,10793,34
204029,9957,14423,62
204030,5752,138,524
204064,7030,397,119
204067,8152,3273,20
204074,10662,3296,119
204084,592,35,17
204086,1617,3647,20
204088,6099,314,20
204095,13229,3839,20
204104,3790,214,73
204117,6120,138,258
204122,2389,2882,34
204128,3646,3170,20
204133,3655,3882,34
204136,6308,1304,20
204137,10522,11676,281
204143,6537,278,20
204150,9434,635,306
204170,503,2603,20
204179,10943,4691,222
204187,10322,214,73
204193,6086,251,21
204201,2915,8875,530
204202,5955,3116,48
204205,13925,3138,726
204208,865,6420,804
204218,5505,43,21
204224,500,3916,153
204228,946,1043,20
204283,10583,176,20
204295,4944,214,73
204335,11317,58,29
204339,2431,58,445
204351,2597,138,56
204361,246,1732,20
204366,2276,1542,567
204403,12875,214,73
204433,4439,58,84
204438,4585,3846,501
204460,7328,2486,119
204461,9802,251,21
204463,11153,58,267
204485,8267,2151,20
204500,12907,8981,566
204535,3841,638,73
204584,8367,706,48
204586,2760,2028,119
204599,4806,278,84
204601,700,657,119
204615,1946,1925,20
204625,7333,3341,20
204635,3957,3342,20
204637,7125,1381,20
204640,11853,1389,123
204649,5195,58,20
204671,6485,657,62
204686,485,35,17
204698,6376,12405,154
204703,8753,1034,20
204714,4267,138,107
204726,11395,214,73
204738,1050,3804,20
204757,3746,58,48
204770,11910,58,84
204771,5381,6402,109
204779,2796,214,73
204784,421,2254,20
204787,36,10757,350
204789,14729,6490,95
204813,4914,3123,20
204817,9434,58,20
204819,3802,3123,20
204826,4846,1358,20
204847,4713,12053,34
204859,1629,1732,20
204866,11470,11814,109
204876,692,58,84
204878,3782,58,48
204884,4823,58,84
204887,4556,103,17
204906,2387,214,73
204913,5744,12884,281
204930,10386,1410,20
204935,7661,214,73
204966,8314,14022,153
204967,1418,4952,677
204971,6061,1043,20
204974,597,3116,84
204986,9918,6653,380
204995,1829,118,20
205017,10098,58,84
205022,2243,8502,20
205049,9366,314,20
205054,6484,58,20
205055,7343,314,20
205061,887,7640,123
205064,872,14140,119
205074,11440,7611,153
205082,9284,251,21
205093,3887,58,84
205094,6083,58,48
205099,7388,58,20
205103,8876,138,107
205107,6617,638,73
205109,1642,465,20
205123,435,397,119
205135,5485,58,48
205138,11041,504,20
205146,6177,3279,48
205169,3394,504,20
205175,7577,251,21
205191,8585,138,56
205202,13220,799,501
205208,3122,1043,20
205217,2661,2561,119
205241,2885,11873,20
205247,1921,4044,123
205261,1340,1785,20
205282,10265,3632,379
205287,7700,251,21
205289,5709,2603,20
205291,7190,214,73
205297,11502,11814,191
205302,6584,251,21
205380,8399,58,84
205382,7481,58,84
205389,3646,314,20
205409,9668,58,84
205411,3061,8545,119
205431,1329,504,20
205443,1525,4365,119
205454,4656,397,349
205465,1442,58,84
205468,4553,14169,20
205469,10552,251,21
205501,2075,14140,119
205509,421,1358,20
205555,3796,2882,34
205558,623,3212,20
205574,2203,3342,20
205577,8043,251,21
205622,4585,3663,501
205643,4206,4748,20
205658,8753,1732,20
205667,7539,3647,20
205678,10126,1732,20
205682,5760,58,48
205700,13075,4743,501
205720,10112,35,17
205730,13650,913,62
205742,9363,638,73
205743,9725,546,20
205745,3306,58,48
205780,7147,58,84
205785,3871,1179,123
205804,7350,214,73
205815,5441,138,258
205816,4550,8821,476
205822,4065,58,422
205823,11702,2151,20
205847,3117,138,258
205848,521,3116,20
205883,9539,58,422
205887,7326,58,48
205906,4205,176,20
205916,767,247,20
205918,2363,638,73
205926,2063,5381,123
205945,8136,5951,84
205966,1625,138,258
205973,8433,1634,20
205988,7646,4414,119
205994,12560,11133,153
205996,440,1358,20
206016,2663,58,48
206038,254,6402,191
206053,13411,397,154
206056,8241,58,48
206058,8152,635,48
206060,12569,12815,200
206061,4814,251,89
206070,10063,1492,20
206074,2846,13214,281
206082,10633,58,84
206084,10479,251,21
206087,6575,2778,20
206100,3723,247,20
206102,270,251,21
206112,3394,3116,20
206137,4318,2882,153
206142,2189,3123,20
206155,3622,138,56
206176,6101,58,84
206181,4964,9429,109
206190,7703,214,73
206198,5497,879,109
206203,6533,58,84
206219,10848,58,84
206229,2776,2778,20
206234,9916,2028,349
206249,8312,3212,20
206253,7369,635,317
206261,12896,58,84
206273,194,638,73
206291,1694,118,20
206305,7223,657,119
206307,2102,681,609
206314,8078,58,84
206342,1884,35,17
206344,7633,2882,153
206354,8344,58,20
206358,13039,1785,84
206359,7810,635,48
206363,110,3279,20
206364,365,58,20
206366,1285,251,655
206375,4496,1945,34
206384,5002,138,56
206405,10899,5951,84
206415,4948,58,84
206420,7601,1542,567
206451,8040,154,119
206469,8247,251,21
206470,12141,10916,62
206485,2487,251,21
206487,2746,4306,145
206501,4325,1358,20
206522,9307,58,84
206523,8517,4148,20
206525,7244,58,48
206527,10373,214,73
206532,8365,111,20
206551,7622,3116,20
206552,7590,247,48
206555,8333,35,17
206564,1500,176,84
206583,1819,58,84
206598,13913,4628,109
206622,10475,138,56
206624,6697,214,73
206640,187,3890,325
206643,11427,2028,20
206667,984,6770,123
206674,12146,2882,153
206687,3394,3242,20
206698,4874,1542,258
206706,115,11337,119
206710,13028,3636,1059
206731,11869,8821,476
206748,4199,176,20
206770,634,111,20
206775,2727,546,20
206788,1884,138,56
206798,1008,251,461
206800,914,879,191
206801,6979,138,107
206805,6575,1925,20
206820,36,13889,350
206822,6829,11743,566
206823,3230,49,119
206865,9975,638,73
206867,1313,12053,34
206871,11749,397,119
206888,9968,2044,119
206890,7691,58,84
206905,1084,138,107
206928,8097,35,17
206939,10592,2744,200
206940,2821,35,17
206992,12054,7611,153
207004,6638,2882,153
207005,5649,638,73
207008,5123,6949,21
207055,12859,10911,530
207074,742,58,20
207089,11922,2348,178
207090,2976,1063,20
207096,10022,1544,191
207105,5131,1043,20
207125,5382,58,48
207138,5665,1929,20
207144,2106,1034,20
207175,7565,35,17
207178,9081,214,73
207179,8034,58,84
207193,7965,1785,48
207196,10832,58,20
207199,4849,1043,20
207212,3454,1014,20
207215,9849,58,317
207239,5000,12305,281
207255,8702,635,306
207259,1856,11904,281
207265,10921,10252,119
207271,11561,2028,62
207302,10977,5378,145
207303,2274,58,84
207309,614,138,56
207311,7849,4336,119
207314,36,14565,350
207315,11167,6402,191
207325,3500,58,20
207327,133,41,20
207362,371,251,21
207363,8852,247,20
207369,753,11629,316
207379,12943,879,191
207386,10104,9758,235
207394,8403,138,56
207401,3538,278,20
207405,9112,35,17
207415,4889,5641,20
207416,7748,214,73
207443,3518,1068,294
207462,4234,138,56
207474,1981,251,21
207477,11438,251,200
207485,11601,598,153
207486,6203,913,119
207498,8912,138,258
207536,6755,3123,20
207541,6274,4628,109
207547,8413,706,84
207555,10372,2328,20
207561,1506,1034,20
207564,11031,6993,380
207567,4486,247,20
207572,448,3342,20
207576,10683,58,20
207580,6008,635,84
207583,3501,58,84
207584,3955,12053,34
207586,4204,2882,153
207587,1256,35,17
207608,7539,58,48
207611,6920,351,145
207616,11050,4288,123
207622,2615,58,84
207630,801,11376,197
207633,6015,251,655
207642,8861,58,84
207647,2974,2241,325
207650,4632,3751,34
207668,5167,2151,20
207670,7333,1358,20
207672,1506,247,20
207673,2080,1304,20
207687,5930,3694,123
207688,11809,214,73
207705,2172,278,84
207706,2081,828,17
207732,5519,247,20
207744,4659,5165,89
207752,3054,11814,109
207756,4981,35,17
207760,7659,58,48
207776,551,1785,84
207789,36,6637,350
207795,721,715,317
207828,5770,9008,119
207838,2139,474,222
207840,6057,58,84
207848,8249,13099,119
207852,2088,214,73
207855,345,58,48
207860,94,2603,20
207863,6446,138,56
207901,2366,176,20
207904,5153,35,17
207924,1828,251,21
207941,2106,3123,20
207959,10464,13523,963
207963,3896,58,20
207997,11932,9559,546
208012,3035,58,48
208013,5039,58,84
208042,14494,3116,84
208047,12627,3930,1061
208058,5655,3138,21
208065,11465,214,73
208075,11785,138,56
208088,13084,2241,325
208100,7521,251,21
208102,3394,4673,20
208103,36,1079,350
208106,3917,2254,20
208122,12611,2882,153
208124,9366,58,48
208160,9529,4778,294
208172,453,6420,84
208179,6157,1063,20
208185,7574,138,766
208187,36,10433,350
208205,8056,3554,119
208211,12811,214,73
208216,8800,372,20
208218,5843,118,20
208223,11896,2254,20
208255,8813,638,73
208261,10319,1043,20
208270,36,900,350
208290,2905,138,56
208317,11939,58,48
208319,4945,1688,20
208339,7457,7732,21
208343,9321,214,73
208345,6685,214,73
208350,3646,2778,20
208382,4302,3647,20
208388,8890,58,84
208403,9346,58,84
208411,4865,474,222
208434,2971,251,200
208442,2704,1043,48
208444,4527,443,20
208479,4618,58,48
208501,4336,10470,34
208525,5824,11575,119
208532,820,1925,20
208534,1050,118,20
208561,721,9820,461
208569,1081,76,153
208574,6675,2882,34
208588,8253,10829,21
208601,3764,1381,20
208606,10135,11133,153
208655,8707,251,200
208667,6741,1732,20
208672,3917,2151,20
208676,8399,214,73
208678,1236,214,73
208711,12365,58,84
208722,5945,6997,119
208730,1161,3632,21
208757,4835,638,73
208764,2203,3341,20
208765,1135,1410,119
208770,1050,1732,20
208790,4304,58,84
208792,4764,2028,62
208839,11062,58,48
208840,10417,12644,349
208846,7622,3804,20
208853,2489,2018,331
208854,3115,214,73
208859,7604,214,73
208860,10982,214,73
208865,6632,3916,153
208880,10679,2323,579
208882,8114,1313,119
208892,297,251,89
208893,10156,9704,187
208896,5763,58,48
208909,4690,58,187
208910,7304,4628,191
208911,10772,879,109
208931,9073,13711,178
208949,9689,8041,861
208952,1242,2882,153
208964,36,14096,350
208966,7445,118,20
208975,7649,1381,20
208996,3802,10800,306
