,h,t,r
29415,2885,2778,20
29420,11019,214,73
29425,5852,154,154
29437,915,3118,145
29469,4256,314,20
29482,9918,2977,380
29483,7568,11789,119
29495,5163,4069,453
29507,6601,251,21
29520,287,138,107
29522,12210,6949,501
29525,4437,58,20
29550,1513,118,20
29551,1513,1785,20
29552,2092,657,154
29554,9943,43,21
29580,2562,13474,109
29589,9753,214,73
29628,11920,58,84
29641,11821,214,73
29643,1638,3796,321
29650,5052,251,21
29683,5571,474,222
29688,7919,58,267
29690,6933,35,17
29693,3662,138,258
29703,1836,53,609
29720,1331,247,20
29731,1769,5001,281
29757,1020,4748,20
29762,8715,58,48
29775,38,1785,48
29779,10801,58,84
29793,1217,2603,317
29794,1217,12330,461
29808,3046,251,21
29819,5167,761,20
29820,11243,879,191
29845,647,2603,20
29847,2842,2151,20
29891,8312,278,20
29906,4755,2695,48
29908,8207,58,84
29910,36,13821,350
29935,4722,3273,20
29937,905,9741,235
29940,2843,138,524
29955,4940,138,107
29957,2656,214,73
29958,7468,111,20
29995,623,176,20
29996,2381,561,123
30012,4342,11092,119
30018,2581,214,73
30028,2678,1034,20
30032,407,657,62
30054,12583,138,258
30057,3946,3804,20
30063,8152,2114,20
30075,7333,2151,20
30076,10519,3116,84
30082,13760,1785,317
30100,11650,214,73
30136,4505,58,48
30143,2607,891,119
30161,4670,35,17
30166,8980,138,56
30193,4034,251,21
30198,12608,118,20
30212,5373,214,73
30222,11118,638,73
30231,1235,635,48
30269,5843,251,21
30272,2921,1925,20
30289,1877,138,56
30292,10998,635,422
30318,9033,58,84
30329,6226,443,20
30334,3928,635,306
30385,306,2082,20
30397,5708,118,20
30407,2929,58,48
30417,11036,49,119
30420,13225,879,191
30432,6157,2146,20
30437,4886,58,84
30440,8713,3381,84
30481,94,714,20
30489,9941,12975,281
30502,3937,9158,197
30503,5033,58,20
30519,4889,635,20
30529,7574,635,306
30532,6105,138,107
30540,2171,58,48
30546,14615,12929,501
30549,12872,4154,119
30550,12413,12594,145
30553,260,138,258
30580,7244,1043,20
30611,3703,9993,62
30639,1009,3663,21
30643,1687,635,20
30647,946,1929,20
30662,2137,372,20
30666,5221,58,20
30691,7857,327,20
30703,19,3116,20
30705,5731,251,200
30727,5803,3342,20
30742,4211,397,349
30754,4786,2028,119
30756,9828,638,73
30768,6687,138,56
30779,2527,247,20
30786,884,251,200
30821,4684,35,17
30834,1962,327,20
30846,4861,111,20
30868,13246,1304,20
30873,376,879,109
30888,3482,10890,123
30906,10746,251,21
30913,8551,2028,119
30917,9140,138,519
30923,6323,635,306
30931,8959,251,501
30954,7088,118,20
30966,13904,3116,84
30978,1656,7732,21
30981,11672,638,73
30998,1731,761,20
31000,1340,546,20
31005,7178,635,48
31008,6468,1358,20
31016,3929,4653,281
31038,4410,58,84
31039,4410,4442,119
31045,6556,214,73
31059,2039,251,21
31074,862,1304,20
31095,2547,2361,34
31143,2494,10348,153
31146,576,214,73
31183,11705,138,107
31184,8487,706,84
31185,13423,3708,501
31186,165,58,84
31188,2920,4856,191
31190,7132,3590,20
31222,9465,58,20
31224,4101,251,200
31225,1103,58,84
31229,521,1358,20
31230,5658,58,48
31239,10271,58,84
31255,6676,3663,21
31260,4217,10959,197
31261,8737,1785,20
31272,5612,410,62
31282,9083,214,73
31290,2829,11160,84
31300,2457,214,73
31310,1388,3340,123
31317,7614,3116,48
31330,10158,1275,20
31332,4821,6120,123
31349,4501,1358,20
31352,7866,176,20
31374,7421,1925,20
31454,10774,214,73
31479,2189,1688,20
31480,5552,1416,95
31485,1779,1732,20
31507,8024,251,89
31512,6453,58,84
31521,2051,35,17
31532,5927,10725,200
31557,210,58,84
31566,7659,251,21
31581,4602,12625,349
31584,1525,2882,153
31596,4604,1358,84
31610,9492,58,48
31622,2139,3381,317
31650,2544,58,20
31654,9154,1358,20
31659,1617,1732,20
31661,10081,12762,34
31674,1313,138,524
31680,8758,14801,371
31695,6933,43,21
31701,3122,247,20
31718,10698,1293,145
31724,3431,3342,20
31726,1469,176,20
31734,9765,111,20
31735,7410,11932,281
31766,1020,3341,20
31808,5167,2254,20
31814,4055,546,20
31824,4234,251,21
31828,2538,8821,476
31842,861,3663,21
31855,13089,10058,488
31857,10921,214,73
31859,2704,58,20
31860,5101,1929,20
31861,6677,138,107
31876,2343,4545,119
31901,2203,176,20
31922,2846,14299,281
31923,5700,35,17
31932,5225,8337,281
31943,14566,10266,191
31962,10126,3341,20
31986,2678,2216,20
31987,2678,176,20
31993,4817,8156,222
32008,9378,8512,123
32013,2207,35,17
32022,5955,58,20
32030,8152,176,20
32046,13453,9714,501
32086,6891,352,109
32101,11256,75,464
32103,9803,35,17
32110,5564,7086,62
32123,4387,10718,197
32136,10371,638,73
32153,2084,58,48
32178,4849,761,20
32188,64,58,84
32204,10164,9229,62
32218,4099,251,21
32219,7206,214,73
32228,6835,58,48
32229,6835,3839,20
32233,11308,35,17
32246,14217,10757,154
32256,924,1358,20
32260,2132,1785,119
32267,9664,35,17
32272,2698,58,48
32274,14415,7682,961
32286,1318,58,84
32314,2247,1925,20
32321,3049,1068,294
32344,3157,35,17
32353,1704,10348,153
32371,1249,214,73
32373,8713,12194,200
32390,2663,4115,20
32408,5464,138,766
32412,8433,247,20
32416,2739,118,84
32417,2466,251,21
32420,1050,2107,20
32423,150,4748,20
32424,150,35,17
32449,4251,1304,20
32460,10681,49,294
32465,2886,3342,20
32470,12349,2878,368
32472,8098,2151,20
32483,8542,58,48
32539,3794,138,258
32542,2237,986,21
32550,11570,58,20
32574,12874,7295,566
32579,8800,1291,20
32615,3957,2146,20
32618,3420,635,84
32624,7857,118,20
32628,10581,1455,119
32643,11628,3252,567
32712,6575,3839,20
32727,14510,657,154
32737,5643,803,20
32753,855,3279,20
32769,3289,214,73
32780,4469,58,48
32782,2802,2045,62
32787,6623,10053,119
32833,1519,3647,20
32835,2431,58,48
32846,1793,4741,119
32854,7386,58,20
32858,7712,4545,154
32871,11368,5032,723
32873,11700,214,73
32883,2526,1304,20
32884,4630,635,48
32892,3226,251,200
32897,1340,3341,20
32915,834,4115,48
32916,834,3477,20
32918,7780,3796,119
32923,3752,58,84
32935,6920,8880,145
32936,6920,7341,145
32942,8791,58,84
32981,2729,3639,119
32983,11670,6027,530
32994,7490,657,154
33000,8594,1544,109
33015,1329,3279,20
33020,11062,2114,20
33024,981,76,34
33041,7777,1732,20
33048,5351,1688,20
33070,2243,103,17
33086,957,1574,119
33087,4914,1381,20
33088,440,1634,20
33096,9837,58,422
33113,5575,2028,349
33114,2988,58,48
33117,5953,214,73
33137,2037,251,21
33169,7622,1634,20
33185,11059,3663,200
33197,3951,2667,379
33220,2800,111,20
33233,12678,58,187
33268,4501,41,20
33286,6363,1304,20
33287,6363,6307,550
33339,2610,58,48
33348,10917,635,84
33354,3736,2882,153
33358,2489,154,331
33362,9123,7650,119
33371,11035,214,73
33406,5260,3916,153
33418,50,14087,566
33420,4964,138,258
33442,9217,11679,119
33444,10475,43,21
33489,9432,2254,20
33530,4275,214,73
33544,4477,504,20
33561,6136,3273,20
33572,8964,3663,21
33573,12119,2812,119
33595,4411,3647,20
33627,8296,1770,281
33633,1416,6027,530
33634,2278,442,123
33668,7504,5281,711
33679,14935,397,154
33681,14353,658,294
33687,827,251,21
33690,2796,58,84
33713,3127,1634,20
33725,2777,35,17
33729,11812,251,200
33743,5167,1381,20
33757,11058,278,445
33758,8911,58,84
33770,3464,2878,368
33779,4899,251,461
33782,10639,8382,566
33785,721,8265,461
33790,5517,138,960
33791,5517,1574,119
33795,11953,3040,501
33806,1700,1544,191
33842,10386,1785,20
33843,10386,58,20
33872,4940,2028,119
33874,1500,154,62
33879,7468,546,20
33883,5225,13425,281
33893,8517,278,20
33900,623,2082,20
33906,7432,58,84
33920,4118,891,349
33932,2678,140,20
33933,2598,638,73
33941,2781,58,84
33944,6755,111,20
33964,1394,377,119
33985,3310,251,89
33989,4075,9657,153
33999,4188,1043,48
34002,1715,1381,20
34022,1784,1410,20
34038,2955,278,48
34039,2955,714,20
34043,8931,6912,501
34058,5474,43,21
34098,12321,7534,119
34104,8870,8502,20
34105,7649,247,20
34119,10250,3279,20
34126,6200,3632,200
34128,6098,635,48
34133,4728,118,20
34144,4629,11918,119
34154,6107,58,84
34172,6667,1063,20
34174,1229,465,20
34192,11796,58,48
34213,7940,214,73
34214,14569,4545,154
34223,9099,638,73
34232,5356,58,84
34271,4465,9928,145
34294,5708,138,56
34316,10283,879,191
34333,9366,635,20
34345,4982,1014,20
34350,5412,58,84
34358,1507,58,20
34373,8433,2082,20
34374,3748,251,655
34376,428,706,84
34382,1050,6993,20
34387,150,4380,20
34403,448,3123,20
34405,11645,58,84
34423,13229,8502,20
34427,13100,2241,325
34431,13996,9650,861
34432,5403,251,200
34446,7597,5624,21
34451,11330,4628,109
34457,12054,1785,84
34482,7244,140,20
34483,12183,58,20
34493,11715,1068,294
34499,3377,58,48
34504,11869,1785,20
34517,1761,546,20
34529,1409,1304,20
34542,11766,11676,281
34551,1540,58,267
34570,3802,761,20
34575,3957,1381,20
34593,7403,49,294
34605,6622,58,84
34611,2335,658,294
34637,12259,2389,119
34644,1414,214,73
34693,3062,35,17
34697,10522,5001,281
34720,4323,58,48
34733,13246,247,20
34737,1901,5733,20
34795,4247,35,17
34812,2140,58,48
34815,11031,1381,380
34823,5995,176,20
34831,2337,35,17
34852,2427,2878,368
34860,1340,3647,20
34868,1946,2407,20
34878,3929,11676,281
34880,3964,1043,20
34886,2873,4628,109
34887,2386,251,21
34889,6565,58,84
34896,4329,879,109
34899,5825,138,56
34907,4593,879,191
34925,7350,7611,153
34930,5389,25,20
34932,9511,5733,84
34936,8213,4069,453
34937,2039,2254,20
34938,2039,314,20
34945,8031,278,48
34958,217,251,200
34959,6690,474,222
34961,2274,657,119
34972,1062,3242,20
34973,1062,1014,20
34979,2331,58,84
34984,277,1381,48
34987,11840,58,84
34988,7777,1785,20
34992,13702,5865,119
35009,5443,657,119
35013,2751,12194,21
35021,2277,58,321
35027,652,58,84
35030,958,3694,123
35031,8493,1785,48
35054,11459,35,17
35062,7635,118,20
35063,3044,214,73
35087,7273,58,84
35093,6173,546,20
35097,8434,251,200
35104,3292,214,73
35112,6876,6401,123
35122,11041,176,48
35126,4217,4952,197
35131,3989,2151,20
35138,13181,2878,368
35142,11924,278,20
35147,371,3477,48
35149,1752,58,20
35167,1629,1785,48
35168,942,41,20
35171,5860,638,73
35187,5188,635,48
35194,4152,138,56
35196,7866,41,20
35197,3217,41,20
35210,9095,2028,119
35215,8709,3123,84
35216,254,10724,197
35221,11473,214,73
35271,8601,474,222
35304,1654,35,17
35312,1661,4743,21
35351,10228,138,56
35353,2239,4952,197
35357,2746,3358,145
35374,12435,278,84
35387,50,76,153
35419,5744,11767,281
35425,8852,1381,20
35431,1844,176,48
35480,12753,58,84
35483,5663,138,766
35491,11104,3623,62
35492,12482,58,84
35498,7974,11814,109
35511,2195,4614,153
35536,1642,2082,20
35560,4411,761,20
35562,9407,1304,20
35565,1313,11231,34
35567,8758,1314,371
35580,6099,2328,20
35584,9285,138,107
35603,3431,2146,20
35605,4707,138,107
35606,6872,3647,20
35607,2493,3123,123
35620,5726,214,73
35628,430,638,73
35631,713,138,56
35636,1205,214,73
35637,1032,58,84
35640,4820,10348,153
35645,13736,474,222
35659,3127,1785,20
35665,3701,58,317
35674,11558,2878,368
35675,93,2603,20
35687,3046,138,56
35696,13508,214,73
35698,488,2028,119
35699,9610,1925,20
35703,1315,3341,20
35710,6730,638,73
35722,2446,58,84
35728,12011,214,73
35737,3717,9523,153
35759,9627,214,73
35761,7098,58,84
35765,36,13500,350
35792,13628,58,84
35796,2661,58,84
35799,905,12681,235
35801,4572,35,17
35816,3468,3804,20
35821,7203,251,726
35836,3707,11883,349
35841,8987,546,20
35842,8987,251,21
35843,5446,251,21
35846,623,4115,20
35855,3976,58,84
35862,3561,138,56
35883,11,1544,191
35885,12398,2744,200
35887,2080,138,56
35890,1825,58,84
35917,8152,3040,21
35919,4945,6026,20
35923,319,2882,153
35928,11723,2217,145
35970,12095,214,73
35993,10515,2216,20
36025,4325,41,20
36048,8592,1304,20
36058,8444,138,56
36059,1722,58,20
36109,4099,278,48
36117,6667,1043,20
36128,2921,278,20
36162,5670,657,119
36168,3655,2882,34
36172,3928,2254,20
36176,2307,214,73
36185,2533,214,73
36218,11210,214,73
36224,11383,214,73
36230,10363,138,258
36260,9366,3123,20
36267,7741,58,84
36274,4792,58,20
36285,5988,638,73
36286,5902,13065,349
36297,9595,879,109
36298,9390,2028,62
36300,9028,251,21
36304,9470,352,109
36306,8433,635,20
36311,9157,118,20
36316,9941,8141,281
36362,9719,635,84
36364,1544,6402,609
36373,2886,372,20
36374,2886,1925,20
36423,4611,251,615
36452,1463,2927,294
36463,1409,176,20
36471,2041,4136,123
36472,11766,5001,281
36476,946,140,20
36482,7445,138,56
36483,1881,138,56
36491,8231,251,21
36516,8307,1304,20
36528,3687,138,107
36542,3474,58,84
36548,5803,1034,20
36562,14718,12815,200
36573,7437,58,84
36605,2106,2151,20
36638,3631,1688,20
36641,8409,58,48
36660,11853,4833,123
36667,8185,214,73
36685,12453,1485,333
36696,11526,9158,197
36704,700,214,73
36713,10994,7611,153
36725,5028,1063,20
36739,4373,657,154
36745,9782,8156,222
36754,12378,913,62
36755,6362,2603,20
36758,1905,138,107
36768,7276,2216,20
36772,10063,1275,20
36775,13931,657,464
36793,2526,3123,20
36806,1340,314,20
36812,8372,6993,20
36813,1946,314,20
36842,1327,10162,119
36844,6920,2411,145
36847,7636,8053,936
36850,3723,2778,20
36854,11160,7890,548
36863,7793,58,20
36868,8686,138,107
36876,10997,214,73
36885,10160,138,107
36913,10889,10266,191
36925,9731,443,84
36936,277,3663,21
36968,8783,214,73
36990,2528,443,20
36992,8206,58,84
37004,10964,138,258
37006,11306,138,107
37010,24,474,222
37052,521,635,20
37053,521,327,20
37055,6896,251,21
37064,3454,5733,20
37066,1856,9663,281
37076,11041,3279,20
37077,11041,3839,20
37080,7155,25,20
37083,3989,3279,20
37084,3989,2603,20
37104,6195,278,48
37147,2150,504,20
37157,10158,372,20
37160,1056,8502,20
37168,4501,1785,20
37170,6255,35,17
37187,10685,138,258
37206,6967,41,20
37209,7421,118,20
37236,6851,214,73
37274,8004,58,48
37297,9207,58,84
37324,6598,443,20
37327,4880,251,655
37334,2189,635,20
37342,10939,879,191
37349,7243,214,73
37350,8282,504,84
37352,4309,58,20
37357,8997,35,17
37363,2289,214,73
37364,9918,8213,380
37365,6433,58,29
37374,8385,6998,119
37383,8030,214,73
37405,10797,58,84
37414,2271,714,321
37419,6741,3798,20
37421,6527,58,20
37430,6679,5193,145
37432,6197,214,73
37439,1844,251,21
37453,3136,214,73
37487,434,10167,119
37503,8834,4154,119
37506,2826,214,73
37507,6053,7732,200
37525,8298,4628,191
37536,1617,3279,20
37541,1642,4148,20
37545,1298,58,20
37553,9509,138,56
37558,10594,3116,119
37561,2879,58,84
37571,8740,1169,154
37574,2294,138,56
37596,7394,706,84
37602,7479,58,20
37606,9765,2254,20
37607,7410,8808,281
37608,14082,1542,258
37609,14082,1544,109
37615,6290,6885,154
37624,12080,11883,349
37625,5611,58,48
37626,7087,35,550
37639,9142,2028,119
37668,3127,2146,20
37698,7845,2882,153
37720,647,138,766
37729,12817,5165,501
37736,6397,118,20
37741,13089,4631,488
37772,36,11751,350
37773,36,3891,350
37774,36,14812,350
37791,10345,214,73
37793,10021,1304,321
37800,8733,1043,20
37812,2846,14653,281
37851,14928,617,405
37853,6213,214,73
37879,407,214,73
37884,4882,8875,530
37896,3946,3839,20
37912,3018,214,73
37914,4585,12330,501
37920,13453,251,501
37927,4642,58,84
37946,12736,2882,153
37947,10589,35,17
37968,5180,58,20
37993,2063,6002,123
37998,3320,1389,145
38000,5474,6969,21
38001,9071,3780,119
38051,7649,3341,20
38058,8592,2146,20
38059,3251,4628,109
38061,2836,638,73
38069,10250,3123,20
38072,6523,251,21
38073,4849,3279,20
38081,976,1563,20
38086,7463,706,84
38094,8347,278,84
38101,7202,35,17
38119,1229,1410,20
38123,6757,138,56
38139,7716,10266,191
38145,6691,4628,109
38166,13172,12211,200
38172,4760,176,20
38178,9086,4796,191
38185,3928,2082,20
38221,4407,1655,321
38248,13385,214,73
38260,11220,278,422
38261,6157,1925,20
38262,6157,8821,476
38271,11116,251,21
38281,1604,2603,20
38314,9276,138,524
38325,2466,41,20
38328,1050,58,48
38329,1050,1925,20
38332,150,1014,20
38334,2905,58,20
38339,1057,913,62
38346,448,13028,476
38364,8243,14570,566
38366,3539,658,119
38370,13100,3663,461
38379,2056,638,73
38387,11310,140,20
38399,2081,314,20
38405,9068,10724,197
38455,802,1785,20
38507,11766,11858,281
38526,2291,3796,349
38540,7944,58,20
38542,3917,3647,20
38561,12079,638,73
38563,5803,443,20
38611,342,214,73
38612,4607,4614,153
38618,4303,9406,109
38623,503,278,20
38634,5692,3123,20
38648,11896,1929,20
38653,8390,504,20
38662,1962,176,20
38671,11853,3951,123
38680,7024,1785,20
38682,4283,635,48
38685,7740,251,548
38691,1102,58,84
38695,3576,3341,20
38696,3576,2328,20
38724,2178,43,200
38744,5028,3279,20
38745,5028,58,20
38757,1400,3663,21
38778,984,1544,191
38786,5995,372,20
38799,13967,9521,119
38806,11941,58,84
38818,7755,1785,20
38819,1783,58,84
38821,2776,803,20
38842,2386,714,20
38843,367,443,20
38844,367,1410,20
38850,2368,635,84
38865,6920,6458,145
38869,1633,2082,20
38876,7275,6330,84
38877,11922,14687,178
38878,4410,2891,119
38884,130,58,48
38895,4420,214,73
38912,9369,251,21
38919,11559,8328,235
38930,10229,58,84
38958,11377,58,84
38979,4914,1358,20
38980,12273,41,20
38981,11703,58,84
38996,7056,214,73
38997,2984,12053,34
39014,2363,251,655
39015,8210,10124,281
39017,2907,214,73
39024,11972,986,548
39027,13574,251,726
39031,4481,397,119
39052,2200,1063,20
39053,5640,6307,550
39054,5886,35,17
39060,7459,13455,123
39070,3454,1929,20
39079,11085,138,56
39103,566,3123,20
39106,12907,58,84
39113,7058,247,48
39115,7760,2812,119
39118,6325,58,20
39122,9901,3663,21
39138,315,251,200
39180,3726,35,17
39181,12540,214,73
39198,10890,9406,109
39216,7421,247,20
39220,6308,482,20
39250,7869,443,84
39290,5451,247,20
39293,12916,58,84
39299,3242,4069,453
39304,11006,10666,464
39307,3211,251,200
39308,6598,1929,20
39319,4791,58,84
39338,4368,3342,20
39341,2239,4136,123
39354,9918,7130,380
39355,9918,6510,380
39404,4427,138,56
39409,12432,58,20
39410,8852,140,20
39425,9432,278,20
39431,788,35,17
39434,9182,4748,20
39436,5857,214,73
39444,10761,635,20
39448,3354,251,21
39460,2851,138,56
39502,10112,138,56
39512,13991,247,84
39513,1261,8639,84
39515,9154,443,20
39520,1642,41,20
39521,6807,58,48
39550,6095,229,62
39574,9853,58,20
39582,7539,6637,20
39585,10144,278,48
39604,4229,214,73
39633,2694,352,109
39635,3039,58,48
39643,7434,4414,119
39649,11808,8992,936
39659,1496,9179,119
39661,10896,58,84
39689,2767,3882,34
39701,5532,635,20
39714,12123,14163,119
39716,11722,706,84
39717,3717,3296,119
39724,9888,58,48
39744,4718,35,17
39748,36,6975,350
39749,36,12857,350
39779,11379,2028,119
39790,7468,251,21
39793,5225,14870,281
39796,10600,58,20
39799,1448,214,73
39813,3300,58,84
39819,3071,58,48
39828,12331,214,73
39835,5427,3123,20
39837,8326,4952,197
39856,11500,706,84
39873,1839,504,48
39874,5685,58,84
39889,3403,58,84
39905,7224,214,73
39930,2955,2778,20
39939,3301,638,73
39944,2780,635,20
39951,5474,2082,20
39974,3058,58,20
39980,7672,251,21
39991,399,251,200
39992,2424,58,48
40015,9725,58,20
40016,9725,251,21
40020,5162,12810,235
40023,7192,58,48
40026,10250,58,20
40036,1084,58,84
40038,1812,278,20
40055,797,8337,281
40072,5843,6993,20
40076,1229,1304,20
40091,8582,1634,321
40102,9131,11814,109
40103,2329,214,73
40116,14636,1410,317
40123,7240,1043,20
40134,4065,251,89
40145,10060,58,84
40185,5054,2878,368
40186,306,635,20
40187,306,12441,21
40191,11283,2432,294
40197,1055,58,48
40206,198,251,21
40242,6183,1785,48
40243,9366,247,20
40246,2093,278,48
40248,6209,314,20
40250,10319,1732,20
40267,270,3632,21
40269,7617,58,84
40271,12904,214,73
40288,3867,2082,20
40291,8433,2328,20
40304,150,2082,20
40320,9185,4545,154
40321,96,138,524
40323,3937,13713,123
40344,3634,8246,84
40352,10610,251,21
40377,10574,2028,62
40382,2081,2151,20
40400,10669,111,20
40411,7244,58,20
40424,3377,5733,20
40425,2465,58,84
40437,1098,138,107
40452,5155,214,73
40458,11570,58,48
40465,1409,314,20
40472,187,8897,464
40493,8109,58,48
40516,12617,2688,62
40535,7629,5693,119
40546,10636,35,17
40555,935,1304,20
40559,7125,443,20
40571,2327,372,20
40613,5893,2028,119
40616,5494,397,119
40635,5782,35,17
40636,5692,657,20
40648,11896,546,20
40658,8739,3708,21
40660,7191,58,84
40661,12393,58,84
40696,3482,11141,197
40713,9395,4288,123
40725,7931,638,73
40729,4672,251,21
40742,3146,2725,281
40748,3597,251,21
40751,11131,251,21
40778,1793,6660,119
40780,7276,41,20
40790,5060,251,21
40803,2887,58,84
40808,7719,214,73
40810,7755,1410,20
40821,4214,35,17
40822,13072,706,84
40824,7996,706,84
40833,834,251,21
40841,10343,8238,84
40842,1408,58,20
40850,499,3647,20
40851,1633,3477,20
40856,11160,6410,548
40858,8353,10813,109
40862,11304,635,84
40865,1634,4069,453
40868,8203,2028,62
40872,5389,58,20
40875,9488,58,84
40891,2561,1314,34
40908,13141,6402,191
40927,5351,372,20
40932,6660,3882,34
40934,3881,35,17
40950,2243,58,20
40957,4047,58,84
40962,4914,41,20
40975,726,3839,20
40976,1192,58,48
40987,5460,11355,476
40993,7117,635,48
41002,3691,657,119
41020,2859,635,306
41029,3538,58,48
41032,10476,10948,566
41039,9362,11133,153
41041,7622,111,20
41050,5353,251,655
41060,7155,118,20
41062,10887,1043,84
41063,8737,1231,20
41074,7222,251,21
41076,14895,6168,294
41085,4210,1785,48
41102,8785,14299,281
41123,10013,214,73
41126,8625,138,56
41128,9205,76,153
41162,7866,2328,20
41166,4205,1785,20
41173,9095,58,84
41174,236,635,306
41214,11440,58,84
41254,5834,1432,119
41298,10715,10314,235
41305,10524,638,73
41308,4256,140,20
41316,3456,2878,368
41341,5288,1544,109
41362,9217,251,200
41390,4427,35,17
41418,5000,10688,281
41421,13493,10654,62
41436,8708,251,21
41438,6001,35,17
41444,9676,715,187
41456,5663,278,20
41458,2139,8467,317
41472,12028,327,20
41483,11856,214,73
41489,8241,1925,20
41497,12119,138,107
41504,7477,1043,84
41547,8840,638,73
41550,12112,138,258
41551,8296,10464,281
41562,8291,638,73
41580,8768,278,20
41582,5384,214,73
41585,5794,138,56
41589,9765,118,20
41590,9765,1785,20
41596,1511,4628,109
41617,2742,10151,235
41624,7457,1785,20
41625,6021,397,119
41632,1020,3279,20
41636,8715,138,56
41639,1126,10118,56
41640,2319,4583,235
41645,3550,58,84
41651,10181,58,48
41654,12361,58,84
41677,4055,714,20
41688,1315,1732,20
41701,2809,58,20
41703,1397,3273,20
41708,4170,58,20
41721,1708,7650,62
41725,1504,138,56
41759,36,3307,350
41769,2629,58,20
41771,7964,214,73
41774,4486,546,20
41775,10386,1381,20
41797,2846,11904,281
41805,3468,546,20
41812,8642,11056,119
41824,2649,58,20
41853,880,3123,20
41863,2207,278,48
41866,1142,214,73
41867,115,3632,200
41869,3946,1043,20
41893,5138,58,84
41903,11531,251,89
41956,2558,214,73
41968,4556,58,48
41975,4756,1043,20
42017,2084,1732,20
42039,6964,1304,20
42048,1802,7647,333
42054,10250,2254,20
42056,8991,138,258
42057,8444,251,21
42065,976,3341,20
42069,1812,635,20
42083,1346,138,56
42084,11446,635,48
42096,3152,6857,525
42099,2798,3839,20
42100,2798,3798,20
42148,7970,214,73
42150,8890,214,73
42170,4783,214,73
42176,13637,12662,525
42208,13750,214,73
42226,14794,758,566
42240,6241,1358,20
42245,1585,214,73
42263,511,9657,153
42278,4792,1043,20
42279,4792,41,20
42280,9122,138,107
42282,8349,58,84
42283,4982,35,17
42287,4367,251,200
42305,948,2028,119
42310,887,195,123
42332,1050,2114,20
42337,2722,9657,153
42342,6270,657,119
42346,448,35,17
42353,5033,443,20
42371,4139,58,84
42374,7535,35,17
42376,4391,35,17
42386,11574,2906,20
42397,4204,138,107
42400,4868,7074,119
42401,2385,251,21
42407,2081,58,20
42411,12413,6433,145
42424,3764,504,20
42443,6015,638,73
42453,2831,251,89
42456,11900,138,258
42460,5297,247,20
42463,802,1034,20
42464,1493,5605,154
42467,9728,1304,20
42502,11766,8337,281
42503,11766,9663,281
42507,7228,176,20
42510,12499,214,73
42518,2762,138,56
42557,3064,251,200
42564,3917,3279,20
42565,7987,214,73
42575,12244,1544,191
42584,5803,251,21
42585,3657,214,73
42625,8419,1544,109
42645,1531,7839,119
42666,2031,58,84
42673,11896,5733,20
42675,3631,2695,20
42684,13350,251,726
42700,7024,1063,20
42703,34,1304,20
42714,11702,314,20
42726,4469,138,56
42751,7124,247,20
42752,7124,1381,20
42758,8920,138,56
42777,7214,58,20
42779,8720,7476,1061
42782,3906,58,84
42799,5613,2328,20
42839,4630,1358,20
42840,3697,176,20
42846,1731,1732,20
42862,6700,138,56
42938,3245,58,84
42942,435,706,84
42949,1329,2778,20
42958,1062,25,20
42981,919,138,766
42986,1412,10793,34
43018,11755,138,258
43021,726,111,20
43024,2812,12053,34
43029,5460,25,20
43030,5460,1304,20
43042,3691,10835,566
43059,2200,3381,20
43060,8434,214,73
43062,5658,635,48
43067,3538,140,20
43079,3346,7611,153
43084,313,3273,20
43086,10898,14326,119
43087,8737,3647,20
43089,3989,4148,20
43104,566,1304,20
43107,3584,2082,20
43156,10686,12424,62
43159,9584,58,20
43183,4501,1929,20
43187,7924,657,62
43191,3853,397,349
43205,1549,1688,20
43206,7421,3647,20
43207,3394,2254,20
43231,11427,657,20
43232,2252,58,84
43241,5016,657,119
43276,12727,58,422
43281,5013,58,20
43296,11678,58,20
43306,6224,2254,20
43307,7562,1929,20
43311,4368,1410,20
43314,1356,8156,222
43317,4256,118,20
43336,5923,214,73
43359,8365,1410,20
43383,8852,251,21
43386,9080,4856,109
43395,13486,706,84
43404,2976,3342,20
43417,9520,214,73
43418,560,3151,145
43434,4107,251,21
43435,4757,58,20
43437,2826,58,84
43438,8908,214,73
43442,4477,443,20
43446,10583,35,17
43467,8180,138,107
43470,8298,3383,123
43479,8241,443,20
43480,3720,638,73
43485,1642,3342,20
43513,8186,58,84
43514,4468,2882,153
43541,5145,138,56
43542,7539,176,20
43549,4330,657,154
43552,4261,35,17
43560,8561,214,73
43604,7612,58,20
43609,11318,3890,325
43610,1199,12700,119
43623,4301,3342,20
43627,2777,1275,20
43645,1529,138,258
43652,12602,8053,154
43670,9667,251,548
43671,647,176,20
43699,10262,214,73
43703,7114,58,84
43712,1290,1416,231
43717,8989,706,84
43720,36,11106,350
43721,36,6338,350
43722,36,8382,350
43753,4722,2151,20
43780,4617,638,73
43785,3468,4673,20
43786,3468,3663,21
43798,2726,214,73
43808,824,35,17
43820,2678,2082,20
43829,407,6660,119
43830,5538,138,56
43835,2884,10118,258
43838,2080,2254,20
43855,12467,214,459
43865,8152,465,20
43872,4945,41,20
43874,1926,154,62
43878,7333,1381,20
43881,160,58,48
43883,8421,251,200
43895,3674,138,107
43906,10407,2916,294
43917,1784,2146,20
43927,8756,58,84
43931,2732,214,73
43936,2955,1785,20
43947,10515,1732,20
43953,3973,58,20
43981,11005,638,73
44004,6358,3279,20
44035,11409,58,84
