h,t,r
516,174,171
11117,9,171
10939,10,171
12578,10,171
11380,174,171
8520,9,171
7257,174,171
9127,17,171
12882,10,171
4627,10,171
1206,9,171
7149,10,171
9679,174,171
9683,17,171
11554,10,171
12881,174,171
4958,9,171
10661,174,171
5377,174,171
8108,10,171
12961,17,171
9620,17,171
10175,9,171
3533,174,171
11227,9,171
1834,17,171
3285,9,171
12332,9,171
1421,10,171
757,9,171
9906,10,171
10329,17,171
12056,174,171
11975,174,171
10326,174,171
7499,174,171
8853,174,171
13568,174,171
10717,17,171
10827,9,171
12667,9,171
5675,174,171
7528,17,171
11777,10,171
8853,17,171
13439,9,171
4958,10,171
11095,9,171
7213,174,171
10657,10,171
10203,9,171
4540,174,171
10717,174,171
11905,17,171
11195,174,171
9609,17,171
7613,17,171
6340,17,171
9350,17,171
4429,174,171
5719,9,171
13052,174,171
11114,17,171
10133,10,171
14262,17,171
12959,17,171
11886,174,171
10715,10,171
10585,17,171
6910,17,171
10326,17,171
11380,10,171
11441,10,171
11886,17,171
11559,17,171
6475,10,171
8220,17,171
4958,174,171
2679,9,171
14328,10,171
11416,10,171
4623,174,171
1543,174,171
1208,17,171
12198,17,171
9693,174,171
4866,174,171
11083,174,171
9842,10,171
3126,174,171
13107,9,171
8933,10,171
11992,17,171
10385,17,171
4029,17,171
10129,17,171
1045,9,171
8366,17,171
12198,10,171
11004,174,171
7304,174,171
9977,174,171
8485,866,171
1916,174,171
12913,17,171
10956,10,171
12316,10,171
9834,174,171
6328,17,171
4715,9,171
4908,174,171
13654,17,171
4558,9,171
5784,10,171
4715,174,171
5444,17,171
1045,174,171
12387,174,171
6342,17,171
2734,9,171
9355,17,171
10246,17,171
1831,10,171
11691,9,171
8371,10,171
5415,17,171
8366,174,171
7028,10,171
12681,9,171
8228,17,171
7946,174,171
11151,10,171
7621,174,171
1263,10,171
4007,174,171
3515,9,171
8320,10,171
1419,17,171
9385,10,171
9345,10,171
2462,9,171
10501,10,171
10314,10,171
4324,9,171
3574,17,171
1208,174,171
11841,174,171
3654,17,171
8500,10,171
13607,17,171
10874,174,171
13359,17,171
10272,9,171
13245,10,171
12833,17,171
3417,17,171
9712,10,171
8,17,171
11895,174,171
2980,174,171
4052,17,171
1700,17,171
11,174,171
4863,10,171
13716,9,171
8622,9,171
10880,10,171
6342,9,171
11847,17,171
13654,174,171
10180,9,171
3516,10,171
11,10,171
4475,10,171
6328,10,171
4221,10,171
13598,10,171
11728,10,171
6243,9,171
8355,174,171
13391,9,171
12244,9,171
9327,10,171
5849,9,171
1663,174,171
10326,10,171
10607,9,171
3285,17,171
10051,17,171
7900,174,171
9537,9,171
13417,17,171
11302,9,171
7369,174,171
12946,10,171
9977,17,171
5861,9,171
3840,174,171
13568,9,171
11787,9,171
11783,17,171
2319,9,171
5084,174,171
7715,174,171
8242,10,171
14056,10,171
6229,17,171
11936,9,171
4221,17,171
4354,17,171
2149,10,171
6742,10,171
12578,17,171
12868,174,171
11936,10,171
9517,174,171
3360,9,171
9571,17,171
13716,174,171
11717,174,171
13659,17,171
2653,10,171
14207,174,171
5146,17,171
8182,17,171
9616,10,171
12681,17,171
5784,17,171
3892,17,171
4863,9,171
11717,10,171
11777,17,171
3222,10,171
11549,9,171
3533,17,171
9327,9,171
10880,9,171
10956,17,171
10152,10,171
9385,174,171
6703,9,171
9255,17,171
9167,17,171
11847,174,171
9909,10,171
7973,10,171
12351,9,171
2403,17,171
10314,9,171
12407,174,171
5162,17,171
3297,17,171
568,9,171
8474,10,171
11439,10,171
1532,9,171
1342,17,171
13440,9,171
11095,10,171
8979,174,171
13732,10,171
10855,9,171
6359,9,171
8580,9,171
10129,174,171
8727,9,171
7716,17,171
5398,9,171
9909,9,171
8163,9,171
10878,17,171
7978,9,171
10901,174,171
8022,9,171
10291,9,171
4627,17,171
5861,10,171
3038,174,171
181,10,171
8904,17,171
13751,10,171
4068,9,171
4219,10,171
1372,17,171
4454,174,171
9350,10,171
13417,174,171
7720,17,171
13282,17,171
3909,9,171
12953,10,171
13067,10,171
14211,10,171
9350,174,171
11453,10,171
4219,9,171
13339,17,171
8033,10,171
7170,9,171
4002,10,171
9466,9,171
2129,9,171
9137,10,171
5849,174,171
12578,174,171
4054,10,171
10422,17,171
10874,10,171
12056,17,171
1663,17,171
9053,9,171
3523,17,171
9970,17,171
12510,10,171
13485,17,171
14245,17,171
6630,174,171
7715,9,171
4815,17,171
8500,174,171
2129,174,171
13568,10,171
9925,17,171
12699,9,171
2783,10,171
5151,174,171
11825,10,171
5315,9,171
4433,17,171
7528,10,171
8952,10,171
4596,174,171
9818,9,171
7213,9,171
7928,174,171
11728,17,171
5856,17,171
5470,17,171
10613,174,171
10486,10,171
1940,10,171
6745,17,171
14060,174,171
9693,9,171
11080,174,171
8366,10,171
5972,9,171
7028,9,171
4400,9,171
11117,17,171
12705,10,171
6038,17,171
5666,17,171
12025,174,171
12221,9,171
1878,9,171
12534,174,171
2390,9,171
1523,174,171
9459,174,171
11946,17,171
4052,10,171
5747,10,171
3515,174,171
12691,9,171
7305,9,171
8978,174,171
12663,9,171
10329,9,171
10422,9,171
3285,174,171
8979,10,171
13716,10,171
6147,17,171
12494,9,171
1528,17,171
10061,174,171
5470,10,171
181,17,171
3516,174,171
2753,17,171
8589,174,171
7420,9,171
11333,174,171
7423,10,171
9250,9,171
7184,9,171
10901,17,171
7828,174,171
3222,9,171
2149,174,171
13339,10,171
10923,174,171
13208,10,171
11499,9,171
7277,17,171
13912,10,171
4815,10,171
425,17,171
11157,174,171
1916,17,171
10878,9,171
3038,9,171
7174,174,171
783,11,173
1699,1700,173
2979,2980,173
180,3126,173
5746,5747,173
6318,6319,173
4382,7031,173
6844,7446,173
7632,5055,173
4604,8523,173
3362,2679,173
9124,7999,173
9052,3197,173
9458,9459,173
4629,9684,173
180,5290,173
3082,7441,173
6318,10116,173
9438,10394,173
4604,6353,173
3177,6947,173
8243,10822,173
3082,10956,173
1533,9213,173
6039,6440,173
3284,9517,173
4382,11441,173
7707,11559,173
4114,11227,173
9445,10611,173
7680,7062,173
2682,11872,173
1157,2129,173
9228,6745,173
9907,10956,173
8243,4799,173
1420,7910,173
3284,8523,173
7438,11499,173
2996,3005,173
3177,7855,173
4298,4558,173
4665,6243,173
6039,4054,173
9678,5084,173
9446,516,173
7827,6745,173
7827,9345,173
10350,2679,173
7632,2980,173
7438,10874,173
2682,5431,173
9438,7702,173
5316,6353,173
7707,2681,173
11226,4113,173
4298,7062,173
1425,4113,173
10821,6419,173
7680,6038,173
783,9213,173
6387,5315,173
10233,4972,173
9907,11554,173
1262,9127,173
318,10177,173
9940,1263,173
9052,4583,173
9052,5675,173
6039,6038,173
7460,4671,173
3140,3077,173
7632,11735,173
5746,9730,173
318,9084,173
10350,11243,173
2757,5055,173
7632,12010,173
2814,7035,173
9124,3516,173
3177,4591,173
1533,2653,173
3221,5747,173
3221,2129,173
2682,2681,173
2757,7999,173
8356,12828,173
9228,2980,173
9907,10175,173
9228,3283,173
1352,2763,173
2461,11439,173
9678,2980,173
180,9167,173
1699,9997,173
3362,11080,173
9445,11911,173
1157,2681,173
4114,9355,173
6746,4558,173
8938,11886,173
2682,10329,173
10233,5444,173
318,6038,173
8938,8,173
7680,6319,173
5509,9727,173
5316,10923,173
5746,6319,173
3221,10394,173
6039,6319,173
9445,9991,173
7632,6776,173
4298,7369,173
318,2462,173
7460,3126,173
1699,6745,173
9228,4592,173
3877,4221,173
8423,11121,173
7680,3015,173
3362,9865,173
5316,9355,173
5148,11499,173
3177,10715,173
1157,11213,173
2979,7174,173
1830,5444,173
1699,9127,173
2979,2390,173
6387,13703,173
7680,8575,173
5117,7973,173
2682,6319,173
5746,4540,173
9124,9609,173
7438,7999,173
4541,9730,173
180,10394,173
7632,11439,173
182,3005,173
9458,9997,173
3362,3361,173
8243,7420,173
783,3283,173
8212,4113,173
1420,7174,173
1425,8,173
1533,11886,173
1425,4054,173
1352,7528,173
9678,4400,173
6318,12689,173
783,1700,173
182,1372,173
180,5055,173
180,6776,173
6844,1527,173
9848,3367,173
8356,11001,173
6318,10880,173
9438,8072,173
6467,4068,173
6387,13225,173
4114,5290,173
318,317,173
9228,379,173
10821,3176,173
182,8933,173
6039,4592,173
5316,3005,173
9446,3015,173
2743,2742,173
3362,8933,173
8243,12298,173
1699,6947,173
10350,2320,173
8423,8371,173
4541,2980,173
2979,9571,173
4114,8933,173
1699,8323,173
9446,10151,173
6318,9712,173
7429,1045,173
5746,6440,173
1533,7900,173
9458,9891,173
4604,11227,173
318,8724,173
8243,1206,173
10821,10715,173
6467,6466,173
5148,4593,173
8356,2653,173
4298,5510,173
783,1372,173
2461,9712,173
4604,4623,173
5746,11404,173
7680,1700,173
2461,10880,173
3196,12681,173
4629,1663,173
3877,11145,173
10350,9466,173
783,5055,173
2996,7900,173
182,1344,173
7460,7369,173
2814,11292,173
4541,11549,173
318,1421,173
182,3283,173
4604,4558,173
9446,7751,173
8938,7751,173
7460,4908,173
9940,3367,173
180,8724,173
1420,4592,173
7707,11083,173
318,5856,173
7632,11292,173
9124,10599,173
9438,181,173
5117,8,173
7707,13396,173
6746,6745,173
3196,12930,173
9848,7184,173
8938,7994,173
6387,3985,173
8243,13970,173
6318,4671,173
9678,11,173
7707,2129,173
3196,10851,173
9907,9712,173
4665,11499,173
4541,5493,173
9052,10715,173
6844,12462,173
318,7994,173
4425,1263,173
8212,12828,173
9446,7213,173
1699,5747,173
10350,8328,173
11226,5856,173
1830,1831,173
182,2129,173
9907,9385,173
2461,1878,173
5746,7702,173
6844,11145,173
2814,6440,173
9228,7213,173
11226,5290,173
10350,10866,173
4425,1372,173
1830,11195,173
4629,4007,173
1425,7910,173
1262,1263,173
9228,11,173
6387,11439,173
11226,11227,173
5509,5510,173
4382,4383,173
4425,12191,173
3284,8622,173
7827,7828,173
8212,10715,173
1352,10693,173
5316,5315,173
10350,7498,173
2814,12221,173
1533,1372,173
783,10905,173
8356,8355,173
6387,4863,173
1699,13263,173
7429,8321,173
10233,173,173
2757,12351,173
7438,12351,173
10350,3534,173
3177,9053,173
5117,3361,173
10821,10325,173
8356,7321,173
1262,2462,173
1425,1532,173
4541,6947,173
3177,5423,173
7429,7428,173
8212,5675,173
6039,7994,173
9458,9730,173
1533,4908,173
2757,9609,173
2996,8933,173
9907,10905,173
2996,9345,173
7632,516,173
8356,5440,173
1830,6487,173
9848,9608,173
9446,4592,173
7632,13740,173
3196,8744,173
8938,10493,173
4629,9609,173
5316,1045,173
3140,9355,173
6039,317,173
2814,4400,173
3877,3544,173
180,11730,173
7680,8135,173
9446,9355,173
8243,5784,173
4629,7999,173
4114,11292,173
8212,3176,173
3140,12444,173
2979,11,173
4541,4540,173
6746,1421,173
1262,7321,173
1699,4400,173
3140,12833,173
6318,7028,173
9438,1426,173
2979,8933,173
1157,9971,173
1830,13341,173
4298,4297,173
6467,1422,173
3140,3515,173
4425,8589,173
4604,11730,173
4629,10501,173
7680,3397,173
3196,7277,173
9848,4297,173
7460,4592,173
8356,4400,173
4114,8523,173
3284,3283,173
2996,3283,173
2996,9571,173
180,181,173
3284,6947,173
3221,9167,173
7460,2462,173
7460,4623,173
5316,2997,173
1533,5290,173
1533,7174,173
9228,7321,173
4114,4113,173
9446,9345,173
1425,5493,173
9124,10923,173
7438,6525,173
318,9730,173
2461,6353,173
6844,3515,173
6318,13654,173
1262,14195,173
182,317,173
2461,2462,173
4541,7994,173
8423,9977,173
8356,568,173
6746,1372,173
9940,11213,173
8356,5861,173
4425,5315,173
9848,3397,173
9848,10175,173
2461,8523,173
9445,1045,173
9940,4400,173
2814,8589,173
3082,2763,173
5746,183,173
4425,2653,173
1425,7062,173
4425,2980,173
2979,9213,173
5117,9865,173
9678,3397,173
182,183,173
2682,7170,173
6039,7702,173
2814,6776,173
1157,4666,173
2682,7084,173
9907,4557,173
9678,10394,173
7460,1527,173
2979,8072,173
9458,11632,173
1352,8,173
3877,9167,173
3196,3197,173
6039,9461,173
3221,8744,173
1830,8446,173
5316,11292,173
9438,1263,173
1157,842,173
6467,12534,173
9907,5656,173
4541,1372,173
182,4863,173
10821,10314,173
5746,11549,173
180,6353,173
5746,8589,173
8938,11905,173
1420,11554,173
3877,4671,173
9907,2390,173
9907,3397,173
3140,12908,173
2814,9459,173
2682,7702,173
9940,6319,173
3177,10314,173
6467,9126,173
7680,9997,173
2757,1045,173
7707,11026,173
4382,7685,173
3082,1421,173
10350,4583,173
7632,4863,173
6039,10661,173
3221,568,173
3140,1527,173
10233,10232,173
7429,12667,173
4541,9461,173
7429,13546,173
8243,8446,173
7429,7149,173
9678,568,173
4604,5162,173
4382,11632,173
8243,8328,173
3196,12029,173
6039,3283,173
7460,5084,173
4629,8228,173
6039,5084,173
3196,905,173
7429,1653,173
1699,10950,173
9124,4458,173
8356,9461,173
2461,5493,173
2814,10972,173
7680,1206,173
9848,9371,173
3284,4583,173
9940,8589,173
9458,12828,173
3082,8427,173
8423,842,173
3140,1831,173
7827,7035,173
9445,12444,173
9848,5656,173
3177,8163,173
2757,10394,173
4425,13187,173
6746,3283,173
8243,9913,173
5746,9727,173
7680,3367,173
4298,3005,173
3082,10972,173
1262,8,173
2461,7994,173
1830,10442,173
1157,9674,173
3362,10163,173
10233,3534,173
6039,9571,173
1533,7321,173
5316,7213,173
9678,11127,173
4604,7702,173
11226,9213,173
1262,7910,173
3196,10923,173
182,8292,173
4604,5315,173
5316,4113,173
3877,6823,173
9446,11001,173
11226,8724,173
9848,9385,173
7827,3397,173
9446,12828,173
1157,2462,173
4425,9127,173
1157,3275,173
9940,9730,173
3177,3005,173
2757,4908,173
10821,9053,173
3221,1426,173
8938,5290,173
10350,3285,173
9446,11872,173
1352,11117,173
2996,11,173
6039,1263,173
8938,8474,173
11226,7910,173
2979,1421,173
4298,5290,173
2461,12828,173
2996,9167,173
1699,7370,173
9678,4297,173
8356,1878,173
9907,7900,173
6039,2980,173
9228,11001,173
8356,8135,173
9052,9053,173
9446,8523,173
6387,5856,173
318,842,173
7438,10889,173
3362,8,173
9446,11145,173
2996,5440,173
4541,1421,173
2743,3516,173
3140,10272,173
2996,2980,173
3221,3222,173
9907,9906,173
2979,9167,173
2682,5440,173
9438,7751,173
8938,9127,173
9907,12244,173
10233,10923,173
1420,8523,173
9940,7174,173
3877,3516,173
1830,3285,173
9438,3654,173
318,6319,173
1830,3574,173
1352,7441,173
5117,1342,173
10233,10163,173
318,11404,173
4114,7369,173
3140,7762,173
2743,10717,173
1262,9355,173
4114,11001,173
9445,11886,173
4629,3275,173
3177,3176,173
6844,7213,173
7827,11697,173
10233,7420,173
6746,11632,173
9228,1372,173
9907,1344,173
10233,12681,173
6387,7369,173
8243,8242,173
6746,4400,173
5316,4671,173
9678,4540,173
9458,1878,173
4629,8923,173
180,6947,173
4541,7900,173
8243,10923,173
3082,2390,173
1425,1426,173
10350,173,173
3177,8292,173
1420,842,173
2996,2997,173
7707,3130,173
3082,11632,173
2979,2997,173
3221,11,173
11226,7994,173
6318,4558,173
7707,10611,173
4382,2763,173
3284,11145,173
5746,13339,173
6467,9758,173
8212,9053,173
4604,11554,173
11226,11632,173
3140,8622,173
3196,12298,173
1157,2320,173
1533,2390,173
7827,7900,173
9052,5784,173
6746,3015,173
9678,5747,173
2461,7321,173
1830,1916,173
9052,3176,173
1262,516,173
3284,13391,173
5148,6525,173
3140,11292,173
180,11439,173
4114,5315,173
6844,3038,173
4541,8355,173
7429,5849,173
4298,6038,173
3196,3544,173
6844,9925,173
7707,13391,173
7460,1344,173
4382,7441,173
7680,12250,173
783,6745,173
9458,9167,173
7680,5440,173
1420,1421,173
3177,10693,173
6467,8,173
7827,6440,173
9458,1421,173
6844,7762,173
6387,10880,173
1533,1532,173
5746,8355,173
2814,1700,173
9124,8228,173
318,11127,173
6844,11453,173
2401,9481,685
2401,14199,685
2401,10423,685
2401,12858,685
6881,6880,685
2401,6403,685
984,8028,1199
1818,251,688
7464,251,688
219,251,688
10033,251,688
13915,251,688
13243,251,688
808,138,177
927,138,177
2953,138,177
883,138,177
6028,138,177
2036,138,177
7968,138,177
8760,138,177
8475,138,177
9300,138,177
9494,138,177
5587,138,177
10085,138,177
1724,138,177
10278,138,177
10299,138,177
10294,138,177
9287,138,177
10838,138,177
11143,138,177
244,138,177
9114,138,177
10764,138,177
409,138,177
616,138,177
10940,138,177
6701,138,177
7450,138,177
11842,138,177
8615,138,177
9305,138,177
1995,138,177
3897,138,177
12565,138,177
5673,138,177
8465,138,177
6540,138,177
13038,138,177
10146,138,177
13055,138,177
12521,138,177
2897,138,177
7510,138,177
11997,138,177
6594,138,177
13347,138,177
9747,138,177
13174,138,177
6928,138,177
13168,138,177
8103,138,177
192,138,177
4980,138,177
1893,138,177
3891,138,177
10653,138,177
13757,138,177
11890,138,177
353,138,177
9723,138,177
5982,138,177
11451,138,177
13827,138,177
5461,138,177
11134,138,177
12414,138,177
13164,138,177
2302,138,177
12738,138,177
9041,138,177
11731,138,177
9910,138,177
12381,138,177
2300,138,177
5944,138,177
9587,138,177
10523,138,177
5937,138,177
3962,138,177
4732,138,177
6512,138,177
13503,138,177
10766,138,177
14151,138,177
13700,138,177
4594,138,177
11484,138,177
9979,138,177
12335,138,177
13129,138,177
12659,138,177
10462,138,177
12064,138,177
11462,138,177
11871,138,177
11684,138,177
7971,138,177
12834,138,177
6142,138,177
9656,138,177
4552,138,177
12497,138,177
13649,138,177
11024,138,177
12776,138,177
8679,138,177
12791,138,177
10010,138,177
13937,138,177
10380,138,177
13562,138,177
13651,138,177
13414,138,177
12368,138,177
13343,138,177
7233,138,177
11311,138,177
7885,138,177
980,138,177
899,138,177
9651,138,177
6793,138,177
1355,138,177
750,138,177
12380,138,177
8164,138,177
5936,138,177
4310,138,177
6470,138,177
13585,138,177
3614,138,177
13514,138,177
11017,138,177
8219,138,177
5997,138,177
13295,138,177
9013,138,177
7698,138,177
3114,138,177
137,138,177
7648,138,177
10944,138,177
10650,138,177
9102,138,177
12822,138,177
13511,138,177
8414,138,177
14125,138,177
10433,138,177
9790,138,177
12231,138,177
9108,138,177
3744,138,177
4463,138,177
9622,138,177
2100,138,177
2818,138,177
13498,138,177
13849,138,177
8437,138,177
12264,138,177
13727,138,177
12514,138,177
10733,138,177
11291,138,177
8456,138,177
2982,138,177
8334,138,177
3594,138,177
2469,138,177
8965,138,177
12803,138,177
3319,138,177
12063,138,177
8447,138,177
10255,138,177
11603,138,177
2242,138,177
9428,138,177
14014,138,177
4307,138,177
5845,138,177
14016,138,177
7218,138,177
14736,138,177
7530,138,177
10488,138,177
1885,138,177
8982,138,177
11199,138,177
10054,138,177
11106,138,177
6135,138,177
10694,138,177
12692,138,177
12283,138,177
11240,138,177
11656,138,177
12629,138,177
4424,138,177
10948,138,177
9775,138,177
8698,138,177
8099,138,177
10047,138,177
4384,138,177
8968,138,177
10789,138,177
10495,138,177
6000,138,177
9569,138,177
12932,138,177
13088,138,177
8150,138,177
5754,138,177
11241,138,177
13850,138,177
9921,138,177
11432,138,177
7585,138,177
10906,138,177
8275,138,177
10197,138,177
2318,138,177
14378,138,177
12890,138,177
9703,138,177
4186,138,177
13803,138,177
8345,138,177
10771,138,177
8792,138,177
12852,138,177
12091,138,177
10337,138,177
13389,138,177
12292,138,177
11147,138,177
5891,138,177
10236,138,177
10182,138,177
9786,138,177
10275,138,177
13031,138,177
13576,138,177
1725,138,177
1362,138,177
10178,138,177
13579,138,177
12883,138,177
4677,138,177
13337,138,177
12057,138,177
13379,138,177
14219,138,177
14003,138,177
9065,138,177
13677,138,177
12392,138,177
6926,138,177
4902,138,177
12861,138,177
10894,138,177
5293,138,177
8160,138,177
7975,138,177
8782,138,177
10240,138,177
12574,138,177
9507,138,177
2499,138,177
13905,138,177
12288,138,177
1632,138,177
9655,138,177
10601,138,177
4545,138,177
13249,138,177
75,138,177
13078,138,177
13153,138,177
2857,138,177
11599,138,177
14255,138,177
1363,138,177
7769,138,177
10626,138,177
11682,138,177
12219,138,177
10328,138,177
6184,138,177
4119,138,177
11740,138,177
4497,138,177
9179,138,177
10974,138,177
6735,138,177
3771,138,177
9144,138,177
920,138,177
874,138,177
982,138,177
13313,138,177
13528,138,177
5360,138,177
6100,138,177
3883,138,177
14152,138,177
9904,138,177
6460,138,177
12648,138,177
12859,138,177
3363,138,177
14335,138,177
12227,138,177
8913,138,177
3316,138,177
7246,138,177
3192,138,177
14045,138,177
11769,138,177
12577,138,177
7254,138,177
11228,138,177
4137,138,177
2902,138,177
7176,138,177
9745,138,177
14254,138,177
7129,138,177
9565,138,177
8476,138,177
10410,138,177
9449,138,177
11831,138,177
8494,138,177
13401,138,177
2635,138,177
1562,138,177
10420,138,177
12794,138,177
8902,138,177
10731,138,177
13475,138,177
8509,138,177
12813,138,177
13446,138,177
13553,138,177
718,138,177
12395,138,177
377,138,177
12821,138,177
10891,138,177
1494,138,177
12308,138,177
3903,138,177
6705,138,177
12860,138,177
11578,138,177
4714,138,177
12970,138,177
341,138,177
1578,138,177
14282,138,177
6143,138,177
4878,138,177
9000,138,177
8002,138,177
5863,138,177
7282,138,177
13126,138,177
11300,138,177
9789,138,177
533,138,177
13722,138,177
5814,138,177
11229,138,177
7886,138,177
10145,138,177
13787,138,177
12787,138,177
11582,138,177
9181,138,177
10605,138,177
6649,138,177
3637,138,177
3406,138,177
2153,138,177
13742,138,177
6883,138,177
12140,138,177
13874,138,177
13279,138,177
12954,138,177
9600,138,177
3729,138,177
11222,138,177
14132,138,177
6476,138,177
6217,138,177
12241,138,177
11076,138,177
11627,138,177
7168,138,177
13198,138,177
7962,138,177
10539,138,177
9601,138,177
9056,138,177
2957,138,177
9626,138,177
13329,138,177
14384,138,177
5283,138,177
8271,138,177
13613,138,177
10631,138,177
13434,138,177
9743,138,177
9880,138,177
4973,138,177
11467,138,177
12254,138,177
1848,138,177
13935,138,177
12661,138,177
142,138,177
5408,138,177
11889,138,177
4657,138,177
11827,138,177
1855,138,177
12016,138,177
6937,138,177
2560,138,177
3796,138,177
2522,138,177
10413,138,177
9688,138,177
1742,138,177
2911,138,177
2819,138,177
8910,138,177
6360,138,177
340,138,177
11780,138,177
1150,138,177
10480,138,177
14465,138,177
14338,138,177
4191,138,177
12773,138,177
3893,138,177
13127,138,177
10990,138,177
4531,138,177
1574,138,177
9199,138,177
8735,138,177
5921,138,177
3309,1524,1202
3132,569,1202
11904,11904,1212
2401,9481,1215
6881,6880,1215
2401,6403,1215
2401,14199,1215
2401,10423,1215
2401,12858,1215
2567,9784,704
2567,10648,704
10506,2566,704
9784,10648,704
12040,10506,704
10506,10648,704
10506,9784,704
9784,12040,704
10648,2567,704
9784,2567,704
2567,12040,704
10648,12040,704
2566,10506,704
10506,12040,704
12040,9784,704
12040,2567,704
10648,2566,704
9784,10506,704
9784,2566,704
2566,9784,704
10506,2567,704
10648,10506,704
12040,10648,704
2566,10648,704
10648,9784,704
2567,10506,704
886,887,193
2281,2632,193
5616,1921,193
3872,6971,193
3872,4466,193
5616,4104,193
886,2280,193
3872,2280,193
5616,2523,193
5616,8269,193
2281,6424,193
3872,1070,193
886,2624,193
2281,3724,193
5616,1070,193
5616,3871,193
2444,8269,193
5616,3321,193
2444,9378,193
3872,2666,193
13551,7823,193
2444,2624,193
5616,7823,193
2444,10451,193
5616,9395,193
3872,6424,193
2281,10451,193
2444,5140,193
5616,13287,193
886,7550,193
2492,887,193
2492,2666,193
886,875,193
2492,12193,193
3872,2922,193
2281,5140,193
2492,9378,193
2492,3871,193
886,5776,193
3872,1921,193
5616,5776,193
886,2666,193
2444,5776,193
3872,11050,193
2492,10289,193
2444,10701,193
2492,2613,193
2492,2280,193
5616,5140,193
2492,3724,193
3872,10701,193
2492,4466,193
2444,9141,193
2492,2443,193
2281,4037,193
2281,887,193
2444,4193,193
886,6424,193
2281,5842,193
2492,8269,193
5616,2443,193
2281,5776,193
5616,2624,193
2444,4466,193
2444,11649,193
3872,9378,193
5616,2922,193
2281,2280,193
13551,2616,193
2281,2493,193
886,5842,193
2444,13287,193
886,3871,193
3872,5842,193
5616,7459,193
886,2922,193
3872,3871,193
2444,2523,193
886,8107,193
886,9197,193
2444,9197,193
2492,4193,193
2281,2613,193
2492,14617,193
5616,9197,193
2281,10289,193
2492,9141,193
2492,11050,193
3872,5140,193
2492,2922,193
2492,5140,193
2444,887,193
3872,2616,193
2444,1921,193
886,10451,193
2492,6532,193
2444,2922,193
886,4037,193
5616,10289,193
2492,6424,193
2492,1070,193
5616,10451,193
2444,9395,193
5616,6971,193
886,9378,193
2492,1921,193
3872,9395,193
5616,8107,193
2281,10701,193
2444,2280,193
886,10289,193
3872,2624,193
2492,2632,193
2281,4104,193
2492,6288,193
886,1070,193
886,1921,193
2444,3321,193
2444,2666,193
3872,10289,193
886,4466,193
3872,3724,193
2444,2493,193
2444,7550,193
886,10701,193
886,11050,193
2492,13287,193
3872,4576,193
2281,4576,193
2281,8269,193
3872,7550,193
2492,9197,193
5616,9043,193
886,7459,193
2492,2624,193
2492,2493,193
886,5140,193
2444,875,193
2281,9994,193
2444,6532,193
3872,6288,193
886,3321,193
2444,7459,193
3872,5776,193
886,4104,193
2444,3871,193
2492,10701,193
2444,3325,193
2444,10289,193
2281,1070,193
2492,9395,193
3872,13287,193
5616,887,193
2281,12193,193
5616,7550,193
2444,6424,193
886,2523,193
2492,4037,193
2492,5842,193
2492,7550,193
5616,4466,193
5616,3724,193
3872,4037,193
5616,6424,193
2444,3724,193
2492,6704,193
2492,8107,193
2492,875,193
886,2493,193
5616,4037,193
3872,2443,193
2444,6971,193
2492,7459,193
2492,10451,193
5616,2493,193
5616,5020,193
2281,2624,193
3872,9197,193
886,4193,193
2492,4576,193
5616,9378,193
2444,11050,193
886,6971,193
886,8269,193
3872,7459,193
3872,11649,193
886,3325,193
2492,2523,193
2444,4037,193
5616,10701,193
886,2443,193
5616,11050,193
13551,4576,193
3872,875,193
2492,6971,193
2444,1070,193
2444,2443,193
2492,2616,193
3872,9994,193
2492,3325,193
3872,2613,193
886,2616,193
5616,2280,193
5616,875,193
3872,887,193
2492,9994,193
3872,4193,193
2281,2443,193
5616,2666,193
2492,5776,193
886,9395,193
2492,5020,193
2492,3321,193
2443,9831,705
4193,8240,705
1070,6170,705
2280,6748,705
2493,4940,705
4193,5425,705
10451,2665,705
2280,5834,705
2280,7655,705
10451,5498,705
1070,4204,705
9831,2281,709
5498,886,709
5834,3872,709
4940,5616,709
6748,5616,709
2665,5616,709
6170,3872,709
5425,2444,709
7655,5616,709
8240,886,709
6917,6917,1225
1013,169,204
1279,146,204
6286,1660,204
6963,104,204
3728,988,204
5242,1274,204
8183,951,204
2700,146,204
8338,1274,204
3105,146,204
3076,6543,204
5909,2482,204
2721,104,204
4274,6543,204
2041,4431,204
7902,1274,204
6775,988,204
10749,1660,204
6775,1197,204
2700,104,204
1906,1274,204
6300,1274,204
1906,1660,204
958,4431,204
10455,988,204
2041,1197,204
9973,1274,204
1273,988,204
6608,1660,204
7882,951,204
8464,2482,204
105,1660,204
7902,104,204
12173,146,204
3076,1556,204
2381,146,204
145,1274,204
7718,988,204
1557,1556,204
4274,4470,204
1273,1660,204
7882,1556,204
3076,988,204
12226,959,204
5242,169,204
3665,951,204
1693,988,204
958,104,204
6708,2482,204
7674,169,204
7843,104,204
2179,2482,204
2700,988,204
5047,169,204
914,988,204
1745,169,204
6531,4491,204
1693,104,204
4530,4491,204
7882,6543,204
6474,1274,204
7843,1274,204
950,604,204
8464,146,204
1557,169,204
2721,1274,204
6474,1660,204
2179,4491,204
7882,1274,204
2721,988,204
12454,1274,204
2700,1280,204
6531,951,204
7902,604,204
3118,1274,204
587,1660,204
5242,988,204
3728,6543,204
7957,1660,204
984,1556,204
